0,8,0.333333
0,13,1.000000
0,20,1.000000
0,55,0.500000
1,7,1.000000
1,8,0.666667
1,9,0.666667
1,17,1.000000
1,30,1.000000
1,37,0.714286
1,38,6.000000
1,48,1.000000
1,53,1.000000
1,55,0.666667
1,66,1.000000
2,12,0.250000
2,13,0.285714
2,16,1.000000
2,36,1.000000
2,37,1.133333
3,9,1.000000
3,12,0.272727
3,14,1.000000
3,36,1.000000
3,37,0.333333
3,54,1.000000
3,65,0.666667
3,68,2.000000
3,91,1.000000
4,8,1.000000
4,13,1.000000
4,14,0.250000
4,15,0.666667
4,27,1.000000
4,33,0.833333
4,34,2.000000
4,56,0.500000
4,68,1.000000
4,70,1.000000
5,3,1.000000
5,6,0.666667
5,11,1.000000
5,17,0.428571
5,34,1.000000
5,38,1.333333
5,45,0.333333
5,67,1.000000
5,79,2.000000
5,82,0.500000
6,8,0.333333
6,18,0.333333
6,19,0.500000
6,38,1.200000
6,39,1.000000
6,56,1.000000
6,57,1.000000
6,78,1.000000
6,84,1.000000
7,3,1.000000
7,9,0.500000
7,20,0.500000
7,31,0.500000
7,37,1.000000
7,38,0.250000
7,42,1.000000
7,51,2.000000
7,53,1.000000
7,64,1.000000
8,2,0.423077
8,8,0.500000
8,13,1.000000
8,14,0.333333
8,22,0.250000
8,25,1.000000
8,46,0.750000
8,75,2.000000
9,5,0.250000
9,8,1.000000
9,17,1.000000
9,20,0.125000
9,24,1.000000
9,25,1.000000
9,29,1.000000
9,41,1.000000
9,55,1.000000
9,76,1.000000
10,4,0.666667
10,8,0.333333
10,23,0.333333
10,27,0.200000
10,29,0.666667
10,31,1.000000
10,57,1.000000
10,61,1.000000
10,73,1.000000
11,3,1.000000
11,9,0.500000
11,13,1.000000
11,17,0.250000
11,21,0.333333
11,24,0.066667
11,25,0.181818
11,26,1.000000
11,28,0.200000
11,36,1.000000
11,54,1.000000
11,55,1.000000
11,66,1.000000
12,3,1.000000
12,17,0.400000
12,25,0.333333
12,29,0.142857
12,68,0.900000
13,2,1.000000
13,5,0.750000
13,7,1.000000
13,17,1.333333
13,19,1.000000
13,21,0.166667
13,25,0.111111
13,26,0.125000
13,30,0.090909
13,59,0.500000
13,76,2.000000
14,4,0.500000
14,8,0.333333
14,11,3.000000
14,15,0.666667
14,17,1.000000
14,20,0.250000
14,23,0.868421
14,25,0.333333
14,27,0.333333
14,29,0.500000
14,30,0.142857
14,54,1.000000
14,55,1.000000
15,0,1.000000
15,11,1.000000
15,20,1.000000
15,23,0.111111
15,35,0.333333
15,38,1.000000
15,40,1.000000
15,96,1.000000
16,3,0.800000
16,4,0.250000
16,6,0.714286
16,7,0.166667
16,13,0.500000
16,14,1.000000
16,17,1.000000
16,27,0.090909
16,35,0.166667
16,38,1.000000
16,55,2.000000
16,81,1.000000
16,98,0.500000
17,3,0.600000
17,4,0.125000
17,5,0.333333
17,9,0.666667
17,12,0.750000
17,13,1.000000
17,19,3.000000
17,25,0.222222
17,26,0.500000
17,29,0.500000
17,35,0.142857
17,37,0.500000
17,41,1.000000
17,71,1.000000
17,76,1.000000
18,4,0.357143
18,6,0.500000
18,12,0.333333
18,18,0.800000
18,19,1.266667
18,23,2.000000
18,25,1.500000
18,29,1.000000
18,33,0.200000
18,34,0.666667
18,35,0.166667
18,36,0.500000
18,39,0.666667
18,47,1.000000
18,72,0.028571
18,87,1.000000
19,3,1.000000
19,6,1.000000
19,10,0.333333
19,18,1.000000
19,19,0.846154
19,20,1.500000
19,26,2.000000
19,27,1.000000
19,29,1.000000
19,30,1.000000
19,35,0.090909
19,36,0.031250
19,37,0.500000
19,38,0.166667
19,40,0.400000
19,41,1.000000
19,42,1.500000
19,44,3.000000
19,46,4.000000
19,47,1.000000
19,51,0.062500
19,52,0.032609
19,53,0.100000
19,54,0.048780
19,55,0.108434
19,56,0.139130
19,59,0.031250
19,64,0.600000
19,70,2.000000
19,71,0.111111
19,83,1.000000
20,8,1.000000
20,13,1.000000
20,17,1.000000
20,18,1.500000
20,19,2.000000
20,20,1.000000
20,25,0.333333
20,33,0.700000
20,38,0.062500
20,40,0.250000
20,47,1.250000
20,51,0.030303
20,53,0.017857
20,54,0.133929
20,55,0.023810
20,56,0.046099
20,57,0.084577
20,58,0.040996
20,59,0.008403
20,60,0.008696
20,61,0.050000
20,62,1.333333
20,71,1.000000
20,74,0.015152
20,75,0.017241
20,92,1.000000
21,3,1.000000
21,7,1.000000
21,12,1.000000
21,18,1.250000
21,20,1.200000
21,28,0.400000
21,30,0.125000
21,33,1.000000
21,37,0.269231
21,38,0.043478
21,39,0.028169
21,53,0.097561
21,54,0.096774
21,55,0.553571
21,56,0.049470
21,57,0.407738
21,58,0.067039
21,59,0.026087
21,60,0.095588
21,61,0.034483
21,62,0.243902
21,63,0.500000
21,64,0.800000
21,67,1.000000
21,75,0.076923
21,77,0.015873
21,78,0.017241
21,83,1.000000
21,95,0.142857
21,96,0.111111
21,98,0.142857
21,99,0.055556
22,19,1.500000
22,20,0.500000
22,27,0.750000
22,28,0.946667
22,30,0.300000
22,31,0.400000
22,33,0.500000
22,38,0.062500
22,39,0.071429
22,40,0.142857
22,42,0.074074
22,53,0.042169
22,54,0.008772
22,55,0.138889
22,56,0.034826
22,57,0.205128
22,58,0.044706
22,59,0.131507
22,60,0.019608
22,61,0.064516
22,62,0.157895
22,65,0.666667
22,66,0.200000
22,75,1.000000
22,78,0.150000
22,79,0.025641
22,80,0.013699
22,81,0.052632
22,82,0.071429
22,83,1.000000
22,90,0.111111
22,91,0.071429
22,93,0.083333
22,94,0.100000
22,95,0.076923
22,96,0.111111
22,97,0.100000
22,98,0.111111
23,10,1.000000
23,17,1.000000
23,18,1.000000
23,19,1.000000
23,23,2.000000
23,28,0.333333
23,29,0.100000
23,30,2.000000
23,31,0.714286
23,34,1.000000
23,37,0.333333
23,39,0.066667
23,40,0.033333
23,42,0.105263
23,52,0.098592
23,53,0.024000
23,54,0.021505
23,55,0.048000
23,56,0.027907
23,57,0.245098
23,58,0.048980
23,59,0.046205
23,60,0.122449
23,61,0.079646
23,63,0.090909
23,65,0.777778
23,71,1.000000
23,78,0.500000
23,79,0.500000
23,80,0.666667
23,82,0.083333
23,83,0.083333
23,87,0.012195
23,89,0.555556
24,2,0.500000
24,3,1.000000
24,6,1.000000
24,10,1.000000
24,29,3.000000
24,31,1.000000
24,33,0.600000
24,34,1.000000
24,38,0.187500
24,40,0.027027
24,41,0.062500
24,42,0.065217
24,43,0.120000
24,51,0.105263
24,52,0.112392
24,53,0.078740
24,54,0.033520
24,55,0.096491
24,56,0.061765
24,57,0.248619
24,58,0.096639
24,59,0.039039
24,60,0.064000
24,61,0.054455
24,62,0.054054
24,64,0.333333
24,65,0.085366
24,71,0.333333
24,73,1.500000
24,78,0.166667
24,81,0.041667
24,82,0.111111
24,85,0.095238
24,87,0.024590
24,88,0.021978
24,89,0.031250
24,90,0.100000
25,4,0.500000
25,6,1.000000
25,13,1.000000
25,24,0.333333
25,30,0.090909
25,31,1.500000
25,34,0.111111
25,35,0.125000
25,38,0.052632
25,41,0.056604
25,42,0.093333
25,43,0.090909
25,44,0.166667
25,48,0.666667
25,49,0.292683
25,50,0.027473
25,51,0.104348
25,52,0.064309
25,53,0.109920
25,54,0.054645
25,55,0.109541
25,56,0.079365
25,57,0.072314
25,58,0.059233
25,59,0.016393
25,60,0.037037
25,61,0.041667
25,62,0.150000
25,64,0.066667
25,66,0.823529
25,71,0.900000
25,78,0.136364
25,81,0.500000
25,84,0.250000
25,87,0.019231
25,88,0.049180
25,89,0.022727
25,90,0.187500
25,92,0.133333
26,10,1.000000
26,12,0.375000
26,26,0.166667
26,31,0.483871
26,32,0.333333
26,33,0.214286
26,35,0.176471
26,36,1.000000
26,38,0.062500
26,39,0.142857
26,40,0.222222
26,41,0.075000
26,45,0.500000
26,46,0.600000
26,47,0.121212
26,48,0.054688
26,49,0.048193
26,50,0.024896
26,51,0.097473
26,52,0.051351
26,53,0.053030
26,54,0.087500
26,55,0.077307
26,56,0.115974
26,57,0.134361
26,58,0.036337
26,59,0.040293
26,60,0.013575
26,62,0.021053
26,63,0.062500
26,64,0.012987
26,66,0.023810
26,67,0.500000
26,69,1.000000
26,83,0.666667
26,84,1.166667
26,85,0.066667
26,86,0.027778
26,87,0.059701
